date,cpi,gdp,snp,unemp,inflation_by_month,inflation_by_year,stocks,recession,prez_gop,gov_gop,sen_gop,rep_gop,prez_dem,gov_dem,sen_dem,rep_dem,inflation
1947-01-01,21.48,NA,NA,NA,NA,NA,NA,FALSE,0,23,51,253,1,23,45,198,NA
1947-02-01,21.62,NA,NA,NA,-0.6517690875232907,NA,NA,FALSE,0,23,51,253,1,23,45,198,NA
1947-03-01,22,NA,NA,NA,-1.757631822386685,NA,NA,FALSE,0,23,51,253,1,23,45,198,NA
1947-04-01,22,NA,NA,NA,-0,NA,NA,FALSE,0,23,51,253,1,23,45,198,NA
1947-05-01,21.95,NA,NA,NA,0.2272727272727315,NA,NA,FALSE,0,23,51,253,1,23,45,198,NA
1947-06-01,22.08,NA,NA,NA,-0.5922551252847352,NA,NA,FALSE,0,23,51,253,1,23,45,198,NA
1947-07-01,22.23,NA,NA,NA,-0.6793478260869623,NA,NA,FALSE,0,23,51,253,1,23,45,198,NA
1947-08-01,22.4,NA,NA,NA,-0.7647323436797082,NA,NA,FALSE,0,23,51,253,1,23,45,198,NA
1947-09-01,22.84,NA,NA,NA,-1.9642857142857295,NA,NA,FALSE,0,23,51,253,1,23,45,198,NA
1947-10-01,22.91,NA,NA,NA,-0.3064798598949148,NA,NA,FALSE,0,23,51,253,1,23,45,198,NA
1947-11-01,23.06,NA,NA,NA,-0.6547359231776406,NA,NA,FALSE,0,24,51,253,1,23,45,198,NA
1947-12-01,23.41,NA,NA,NA,-1.5177797051170838,NA,NA,FALSE,0,24,51,253,1,23,45,198,NA
1948-01-01,23.68,9.50226,NA,-3.4,-1.1533532678342562,-10.242085661080068,NA,FALSE,0,22,53,253,1,24,48,198,-10.242085661080068
1948-02-01,23.67,9.50226,NA,-3.8,0.04222972972972583,-9.481961147086038,NA,FALSE,0,22,53,253,1,24,48,198,-9.481961147086038
1948-03-01,23.5,9.50226,NA,-4,0.7182087029995898,-6.818181818181812,NA,FALSE,0,22,53,253,1,24,48,198,-6.818181818181812
1948-04-01,23.82,10.79984,NA,-3.9,-1.3617021276595809,-8.272727272727277,NA,FALSE,0,22,53,253,1,24,48,198,-8.272727272727277
1948-05-01,24.01,10.79984,NA,-3.5,-0.7976490344248521,-9.384965831435089,NA,FALSE,0,22,53,253,1,24,48,198,-9.384965831435089
1948-06-01,24.15,10.79984,NA,-3.6,-0.5830903790087438,-9.375,NA,FALSE,0,22,53,253,1,24,48,198,-9.375
1948-07-01,24.4,11.7553,NA,-3.6,-1.0351966873705987,-9.761583445793963,NA,FALSE,0,22,53,253,1,24,48,198,-9.761583445793963
1948-08-01,24.43,11.7553,NA,-3.9,-0.12295081967212962,-9.062499999999996,NA,FALSE,0,22,53,253,1,24,48,198,-9.062499999999996
1948-09-01,24.36,11.7553,NA,-3.8,0.2865329512893977,-6.654991243432562,NA,FALSE,0,22,53,253,1,24,48,198,-6.654991243432562
1948-10-01,24.31,7.83711,NA,-3.7,0.20525451559935126,-6.110868616324749,NA,FALSE,0,22,53,253,1,24,48,198,-6.110868616324749
1948-11-01,24.16,7.83711,NA,-3.8,0.6170300287947295,-4.770164787510844,NA,TRUE,0,22,53,253,1,24,48,198,-4.770164787510844
1948-12-01,24.05,7.83711,NA,-4,0.4552980132450313,-2.733874412644166,NA,TRUE,0,22,53,253,1,24,48,198,-2.733874412644166
1949-01-01,24.01,3.45605,NA,-4.3,0.16632016632016633,-1.3935810810810967,NA,TRUE,0,18,45,177,1,29,58,269,-1.3935810810810967
1949-02-01,23.91,3.45605,NA,-4.7,0.4164931278633932,-1.0139416983523386,NA,TRUE,0,18,45,177,1,29,58,269,-1.0139416983523386
1949-03-01,23.91,3.45605,NA,-5,-0,-1.744680851063829,NA,TRUE,0,18,45,177,1,29,58,269,-1.744680851063829
1949-04-01,23.92,-0.43972,NA,-5.3,-0.04182350480970154,-0.4198152812762368,NA,TRUE,0,18,45,177,1,29,58,269,-0.4198152812762368
1949-05-01,23.91,-0.43972,NA,-6.1,0.04180602006689238,0.4164931278633932,NA,TRUE,0,18,45,177,1,29,58,269,0.4164931278633932
1949-06-01,23.92,-0.43972,NA,-6.2,-0.04182350480970154,0.9523809523809379,NA,TRUE,0,18,45,177,1,29,58,269,0.9523809523809379
1949-07-01,23.7,-2.21825,NA,-6.7,0.9197324414715768,2.868852459016391,NA,TRUE,0,18,45,177,1,30,58,269,2.868852459016391
1949-08-01,23.7,-2.21825,NA,-6.8,-0,2.988129349160873,NA,TRUE,0,18,45,177,1,30,58,269,2.988129349160873
1949-09-01,23.75,-2.21825,NA,-6.6,-0.21097046413502962,2.504105090311981,NA,TRUE,0,18,45,177,1,30,58,269,2.504105090311981
1949-10-01,23.67,-3.45565,NA,-7.9,0.3368421052631465,2.6326614561908546,NA,TRUE,0,18,45,177,1,30,58,269,2.6326614561908546
1949-11-01,23.7,-3.45565,NA,-6.4,-0.12674271229402567,1.9039735099337762,NA,FALSE,0,18,45,177,1,30,58,269,1.9039735099337762
1949-12-01,23.61,-3.45565,NA,-6.6,0.37974683544304,1.8295218295218296,NA,FALSE,0,18,45,177,1,30,58,269,1.8295218295218296
1950-01-01,23.51,2.10603,NA,-6.5,0.42354934349850826,2.082465639316955,NA,FALSE,0,18,44,177,1,29,57,269,2.082465639316955
1950-02-01,23.61,2.10603,NA,-6.4,-0.42535091450446316,1.2547051442910906,NA,FALSE,0,18,44,177,1,29,57,269,1.2547051442910906
1950-03-01,23.64,2.10603,NA,-6.3,-0.12706480304955914,1.129234629861986,NA,FALSE,0,18,44,177,1,29,57,269,1.129234629861986
1950-04-01,23.65,6.99301,NA,-5.8,-0.04230118443315778,1.1287625418060276,NA,FALSE,0,18,44,177,1,29,57,269,1.1287625418060276
1950-05-01,23.77,6.99301,NA,-5.5,-0.5073995771670337,0.5855290673358438,NA,FALSE,0,18,44,177,1,29,57,269,0.5855290673358438
1950-06-01,23.88,6.99301,NA,-5.4,-0.462768195204033,0.16722408026756952,NA,FALSE,0,18,44,177,1,29,57,269,0.16722408026756952
1950-07-01,24.07,12.87962,NA,-5,-0.7956448911222935,-1.561181434599157,NA,FALSE,0,18,44,177,1,29,57,269,-1.561181434599157
1950-08-01,24.2,12.87962,NA,-4.5,-0.540091400083087,-2.1097046413502074,NA,FALSE,0,18,44,177,1,29,57,269,-2.1097046413502074
1950-09-01,24.34,12.87962,NA,-4.4,-0.5785123966942196,-2.4842105263158,NA,FALSE,0,18,44,177,1,29,57,269,-2.4842105263158
1950-10-01,24.5,18.19188,NA,-4.2,-0.6573541495480617,-3.50654837346851,NA,FALSE,0,18,44,177,1,29,57,269,-3.50654837346851
1950-11-01,24.6,18.19188,NA,-4.2,-0.40816326530612734,-3.797468354430378,NA,FALSE,0,18,44,177,1,29,57,269,-3.797468354430378
1950-12-01,24.98,18.19188,NA,-4.3,-1.5447154471544655,-5.80262600592969,NA,FALSE,0,18,44,177,1,29,57,269,-5.80262600592969
1951-01-01,25.38,19.63016,NA,-3.7,-1.601281024819845,-7.9540621012335055,NA,FALSE,0,24,47,207,1,22,51,242,-7.9540621012335055
1951-02-01,25.83,19.63016,NA,-3.4,-1.773049645390068,-9.402795425667087,NA,FALSE,0,24,47,207,1,22,51,242,-9.402795425667087
1951-03-01,25.88,19.63016,NA,-3.4,-0.19357336430507743,-9.475465313028764,NA,FALSE,0,24,47,207,1,22,51,242,-9.475465313028764
1951-04-01,25.92,18.50705,NA,-3.1,-0.15455950540959051,-9.598308668076116,NA,FALSE,0,24,47,207,1,22,51,242,-9.598308668076116
1951-05-01,25.99,18.50705,NA,-3,-0.2700617283950546,-9.339503575936048,NA,FALSE,0,24,47,207,1,22,51,242,-9.339503575936048
1951-06-01,25.93,18.50705,NA,-3.2,0.2308580223162715,-8.584589614740379,NA,FALSE,0,24,47,207,1,22,51,242,-8.584589614740379
1951-07-01,25.91,14.03566,NA,-3.1,0.07713073659852965,-7.644370585791438,NA,FALSE,0,24,47,207,1,22,51,242,-7.644370585791438
1951-08-01,25.86,14.03566,NA,-3.1,0.1929756850636899,-6.859504132231398,NA,FALSE,0,24,47,207,1,22,51,242,-6.859504132231398
1951-09-01,26.03,14.03566,NA,-3.3,-0.6573859242072766,-6.943303204601481,NA,FALSE,0,24,47,207,1,22,51,242,-6.943303204601481
1951-10-01,26.16,11.33313,NA,-3.5,-0.49942374183633564,-6.775510204081625,NA,FALSE,0,25,47,207,1,22,51,242,-6.775510204081625
1951-11-01,26.32,11.33313,NA,-3.5,-0.6116207951070374,-6.991869918699178,NA,FALSE,0,25,47,207,1,22,51,242,-6.991869918699178
1951-12-01,26.47,11.33313,NA,-3.1,-0.5699088145896702,-5.964771817453962,NA,FALSE,0,25,47,207,1,22,51,242,-5.964771817453962
1952-01-01,26.45,7.07491,NA,-3.2,0.0755572346052169,-4.215918045705291,NA,FALSE,0,24,50,207,1,22,50,242,-4.215918045705291
1952-02-01,26.41,7.07491,NA,-3.1,0.15122873345935206,-2.245451025938827,NA,FALSE,0,24,50,207,1,22,50,242,-2.245451025938827
1952-03-01,26.39,7.07491,NA,-2.9,0.07572889057174681,-1.9706336939721902,NA,FALSE,0,24,50,207,1,22,50,242,-1.9706336939721902
1952-04-01,26.46,4.90566,NA,-2.9,-0.2652519893899141,-2.083333333333326,NA,FALSE,0,24,50,207,1,22,50,242,-2.083333333333326
1952-05-01,26.47,4.90566,NA,-3,-0.03779289493575089,-1.8468641785302164,NA,FALSE,0,24,50,207,1,22,50,242,-1.8468641785302164
1952-06-01,26.53,4.90566,NA,-3,-0.22667170381565072,-2.313922097956045,NA,FALSE,0,24,50,207,1,22,50,242,-2.313922097956045
1952-07-01,26.68,4.63331,NA,-3.2,-0.5653976630229929,-2.9718255499807,NA,FALSE,0,24,50,207,1,22,50,242,-2.9718255499807
1952-08-01,26.69,4.63331,NA,-3.4,-0.03748125937033109,-3.209590100541382,NA,FALSE,0,24,50,207,1,22,50,242,-3.209590100541382
1952-09-01,26.63,4.63331,NA,-3.1,0.22480329711502822,-2.3050326546292688,NA,FALSE,0,24,50,207,1,22,50,242,-2.3050326546292688
1952-10-01,26.69,6.89849,NA,-3,-0.22530980097634767,-2.0259938837920544,NA,FALSE,0,24,50,207,1,22,50,242,-2.0259938837920544
1952-11-01,26.69,6.89849,NA,-2.8,-0,-1.4057750759878473,NA,FALSE,0,24,50,207,1,22,50,242,-1.4057750759878473
1952-12-01,26.71,6.89849,NA,-2.7,-0.07493443237167607,-0.9066868152625585,NA,FALSE,0,24,50,207,1,22,50,242,-0.9066868152625585
1953-01-01,26.64,7.85675,NA,-2.9,0.2620741295395024,-0.7183364839319584,NA,FALSE,1,29,50,222,0,17,49,220,-0.7183364839319584
1953-02-01,26.59,7.85675,NA,-2.6,0.18768768768768762,-0.6815600151457879,NA,FALSE,1,29,50,222,0,17,49,220,-0.6815600151457879
1953-03-01,26.63,7.85675,NA,-2.6,-0.150432493418573,-0.9094353921940135,NA,FALSE,1,29,50,222,0,17,49,220,-0.9094353921940135
1953-04-01,26.69,8.55008,NA,-2.7,-0.22530980097634767,-0.8692365835222926,NA,FALSE,1,29,50,222,0,17,49,220,-0.8692365835222926
1953-05-01,26.7,8.55008,NA,-2.5,-0.037467216185826935,-0.86890819795995,NA,FALSE,1,29,50,222,0,17,49,220,-0.86890819795995
1953-06-01,26.77,8.55008,NA,-2.5,-0.26217228464420206,-0.9046362608367886,NA,FALSE,1,29,50,222,0,17,49,220,-0.9046362608367886
1953-07-01,26.79,6.4113,NA,-2.6,-0.07471049682479247,-0.41229385307346433,NA,TRUE,1,29,50,222,0,17,49,220,-0.41229385307346433
1953-08-01,26.85,6.4113,NA,-2.7,-0.22396416573349232,-0.5994754589734086,NA,TRUE,1,29,50,222,0,17,49,220,-0.5994754589734086
1953-09-01,26.89,6.4113,NA,-2.9,-0.14897579143389184,-0.9763424708974844,NA,TRUE,1,29,50,222,0,17,49,220,-0.9763424708974844
1953-10-01,26.95,1.39035,NA,-3.1,-0.2231312755671233,-0.9741476208317668,NA,TRUE,1,30,50,222,0,18,49,220,-0.9741476208317668
1953-11-01,26.85,1.39035,NA,-3.5,0.37105751391465214,-0.5994754589734086,NA,TRUE,1,30,50,222,0,18,49,220,-0.5994754589734086
1953-12-01,26.87,1.39035,NA,-4.5,-0.07448789571693482,-0.5990265818045737,NA,TRUE,1,30,50,222,0,18,49,220,-0.5990265818045737
1954-01-01,26.94,-0.66924,NA,-4.9,-0.2605135839225836,-1.1261261261261257,NA,TRUE,1,29,55,222,0,18,53,220,-1.1261261261261257
1954-02-01,26.99,-0.66924,NA,-5.2,-0.18559762435039762,-1.5043249341857745,NA,TRUE,1,29,55,222,0,18,53,220,-1.5043249341857745
1954-03-01,26.93,-0.66924,NA,-5.7,0.22230455724341347,-1.1265490048817162,NA,TRUE,1,29,55,222,0,18,53,220,-1.1265490048817162
1954-04-01,26.86,-1.42748,NA,-5.9,0.25993316004455647,-0.6369426751592355,NA,TRUE,1,29,55,222,0,18,53,220,-0.6369426751592355
1954-05-01,26.93,-1.42748,NA,-5.9,-0.2606105733432562,-0.8614232209737782,NA,TRUE,1,29,55,222,0,18,53,220,-0.8614232209737782
1954-06-01,26.94,-1.42748,NA,-5.6,-0.03713330857779695,-0.635039223010847,NA,FALSE,1,29,55,222,0,18,53,220,-0.635039223010847
1954-07-01,26.86,-0.02553,NA,-5.8,0.29695619896066283,-0.26129152668905586,NA,FALSE,1,29,55,222,0,18,53,220,-0.26129152668905586
1954-08-01,26.85,-0.02553,NA,-6,0.03723008190616994,-0,NA,FALSE,1,29,55,222,0,18,53,220,-0
1954-09-01,26.81,-0.02553,NA,-6.1,0.14897579143390294,0.2975083674228385,NA,FALSE,1,29,55,222,0,18,53,220,0.2975083674228385
1954-10-01,26.72,3.5705,NA,-5.7,0.33569563595673424,0.8534322820037077,NA,FALSE,1,29,55,222,0,18,53,220,0.8534322820037077
1954-11-01,26.78,3.5705,NA,-5.3,-0.22455089820359042,0.26070763500931626,NA,FALSE,1,29,55,222,0,19,53,220,0.26070763500931626
1954-12-01,26.77,3.5705,NA,-5,0.037341299477222645,0.37216226274656705,NA,FALSE,1,29,55,222,0,19,53,220,0.37216226274656705
1955-01-01,26.77,7.22985,NA,-4.9,-0,0.6310319227913919,NA,FALSE,1,21,47,204,0,26,48,237,0.6310319227913919
1955-02-01,26.82,7.22985,NA,-4.7,-0.18677624206200338,0.6298629121896937,NA,FALSE,1,21,47,204,0,26,48,237,0.6298629121896937
1955-03-01,26.79,7.22985,NA,-4.6,0.11185682326622093,0.519866320089124,NA,FALSE,1,21,47,204,0,26,48,237,0.519866320089124
1955-04-01,26.79,9.18024,NA,-4.7,-0,0.2606105733432673,NA,FALSE,1,21,47,204,0,26,48,237,0.2606105733432673
1955-05-01,26.77,9.18024,NA,-4.3,0.0746547219111604,0.5941329372447068,NA,FALSE,1,21,47,204,0,26,48,237,0.5941329372447068
1955-06-01,26.71,9.18024,NA,-4.2,0.22413149047441072,0.8537490720118779,NA,FALSE,1,21,47,204,0,26,48,237,0.8537490720118779
1955-07-01,26.76,10.03575,NA,-4,-0.18719580681392234,0.37230081906179935,NA,FALSE,1,21,47,204,0,26,48,237,0.37230081906179935
1955-08-01,26.72,10.03575,NA,-4.2,0.1494768310911887,0.484171322160154,NA,FALSE,1,21,47,204,0,26,48,237,0.484171322160154
1955-09-01,26.85,10.03575,NA,-4.1,-0.48652694610780145,-0.14919806042521522,NA,FALSE,1,21,47,204,0,26,48,237,-0.14919806042521522
1955-10-01,26.82,9.36797,NA,-4.3,0.11173184357542443,-0.37425149700598404,NA,FALSE,1,21,47,204,0,26,48,237,-0.37425149700598404
1955-11-01,26.88,9.36797,NA,-4.2,-0.22371364653244186,-0.37341299477220424,NA,FALSE,1,21,47,204,0,26,48,237,-0.37341299477220424
1955-12-01,26.87,9.36797,NA,-4.2,0.037202380952372494,-0.37355248412402897,NA,FALSE,1,21,47,204,0,26,48,237,-0.37355248412402897
1956-01-01,26.83,6.45239,NA,-4,0.14886490509863348,-0.22413149047439962,NA,FALSE,1,21,49,204,0,26,51,237,-0.22413149047439962
1956-02-01,26.86,6.45239,NA,-3.9,-0.1118151323145744,-0.1491424310216205,NA,FALSE,1,21,49,204,0,26,51,237,-0.1491424310216205
1956-03-01,26.89,6.45239,NA,-4.2,-0.11169024571855424,-0.3732736095558131,NA,FALSE,1,21,49,204,0,26,51,237,-0.3732736095558131
1956-04-01,26.93,5.82662,NA,-4,-0.14875418371140814,-0.5225830533781339,NA,FALSE,1,21,49,204,0,26,50,237,-0.5225830533781339
1956-05-01,27.03,5.82662,NA,-4.3,-0.3713330857779473,-0.9712364587224576,NA,FALSE,1,21,49,204,0,26,50,237,-0.9712364587224576
1956-06-01,27.15,5.82662,NA,-4.3,-0.443951165371792,-1.647323099962561,NA,FALSE,1,21,49,204,0,26,50,237,-1.647323099962561
1956-07-01,27.29,4.89673,NA,-4.4,-0.5156537753222779,-1.9805680119581393,NA,FALSE,1,21,49,204,0,26,50,237,-1.9805680119581393
1956-08-01,27.31,4.89673,NA,-4.1,-0.07328691828507594,-2.208083832335328,NA,FALSE,1,21,49,204,0,26,50,237,-2.208083832335328
1956-09-01,27.35,4.89673,NA,-3.9,-0.1464664957890882,-1.862197392923659,NA,FALSE,1,21,49,204,0,26,50,237,-1.862197392923659
1956-10-01,27.51,5.36775,NA,-3.9,-0.5850091407678226,-2.572706935123037,NA,FALSE,1,21,49,204,0,26,50,237,-2.572706935123037
1956-11-01,27.51,5.36775,NA,-4.3,-0,-2.34375,NA,FALSE,1,21,49,204,0,26,51,237,-2.34375
1956-12-01,27.63,5.36775,NA,-4.2,-0.4362050163576825,-2.828433196873825,NA,FALSE,1,21,49,204,0,26,51,237,-2.828433196873825
1957-01-01,27.67,6.83314,NA,-4.2,-0.1447701773434673,-3.130823704808061,NA,FALSE,1,19,47,203,0,28,52,242,-3.130823704808061
1957-02-01,27.8,6.83314,NA,-3.9,-0.46982291290205147,-3.4996276991809516,NA,FALSE,1,19,47,203,0,28,52,242,-3.4996276991809516
1957-03-01,27.86,6.83314,NA,-3.7,-0.21582733812948174,-3.607288955001864,NA,FALSE,1,19,47,203,0,28,52,242,-3.607288955001864
1957-04-01,27.93,5.81916,NA,-3.9,-0.2512562814070307,-3.713330857779429,NA,FALSE,1,19,47,203,0,28,52,242,-3.713330857779429
1957-05-01,28,5.81916,NA,-4.1,-0.25062656641603454,-3.588605253422128,NA,FALSE,1,19,47,203,0,28,52,242,-3.588605253422128
1957-06-01,28.11,5.81916,NA,-4.3,-0.39285714285715034,-3.53591160220994,NA,FALSE,1,19,47,203,0,28,52,242,-3.53591160220994
1957-07-01,28.19,6.26106,NA,-4.2,-0.28459622909997595,-3.2979113228288837,NA,FALSE,1,19,47,203,0,28,52,242,-3.2979113228288837
1957-08-01,28.28,6.26106,NA,-4.1,-0.3192621496984849,-3.551812522885389,NA,TRUE,1,19,47,203,0,28,52,242,-3.551812522885389
1957-09-01,28.32,6.26106,NA,-4.4,-0.14144271570013522,-3.546617915904937,NA,TRUE,1,20,47,203,0,28,52,242,-3.546617915904937
1957-10-01,28.32,3.12161,NA,-4.5,-0,-2.944383860414379,NA,TRUE,1,20,47,203,0,28,52,242,-2.944383860414379
1957-11-01,28.41,3.12161,NA,-5.1,-0.3177966101694851,-3.271537622682663,NA,TRUE,1,20,47,203,0,28,52,242,-3.271537622682663
1957-12-01,28.47,3.12161,NA,-5.2,-0.21119324181626542,-3.0401737242128135,NA,TRUE,1,20,47,203,0,28,52,242,-3.0401737242128135
1958-01-01,28.64,-0.46749,NA,-5.8,-0.5971197752019819,-3.5056017347307566,NA,TRUE,1,20,47,203,0,28,52,242,-3.5056017347307566
1958-02-01,28.7,-0.46749,NA,-6.4,-0.20949720670391248,-3.237410071942448,NA,TRUE,1,20,47,203,0,28,52,242,-3.237410071942448
1958-03-01,28.87,-0.46749,NA,-6.7,-0.5923344947735165,-3.6252692031586653,NA,TRUE,1,20,47,203,0,28,52,242,-3.6252692031586653
1958-04-01,28.94,0,NA,-7.4,-0.24246622791825878,-3.6161833154314316,NA,TRUE,1,20,47,203,0,28,52,242,-3.6161833154314316
1958-05-01,28.94,0,NA,-7.4,-0,-3.3571428571428585,NA,FALSE,1,20,47,203,0,28,52,242,-3.3571428571428585
1958-06-01,28.91,0,NA,-7.3,0.10366275051831852,-2.8459622909996485,NA,FALSE,1,20,47,203,0,28,52,242,-2.8459622909996485
1958-07-01,28.89,1.3325,NA,-7.5,0.06918021445866396,-2.483150053210359,NA,FALSE,1,20,47,203,0,28,52,242,-2.483150053210359
1958-08-01,28.94,1.3325,NA,-7.4,-0.1730702665282191,-2.3338048090523422,NA,FALSE,1,20,47,203,0,28,52,242,-2.3338048090523422
1958-09-01,28.91,1.3325,NA,-7.1,0.10366275051831852,-2.083333333333326,NA,FALSE,1,20,47,203,0,28,52,242,-2.083333333333326
1958-10-01,28.91,5.19235,NA,-6.7,-0,-2.083333333333326,NA,FALSE,1,20,47,203,0,28,52,242,-2.083333333333326
1958-11-01,28.95,5.19235,NA,-6.2,-0.13836042891732792,-1.9007391763463444,NA,FALSE,1,20,47,203,0,28,52,242,-1.9007391763463444
1958-12-01,28.97,5.19235,NA,-6.2,-0.0690846286701241,-1.7562346329469625,NA,FALSE,1,20,47,203,0,28,52,242,-1.7562346329469625
1959-01-01,29.01,9.11614,NA,-6,-0.1380738695202055,-1.2918994413407825,NA,FALSE,1,15,35,159,0,35,65,289,-1.2918994413407825
1959-02-01,29,9.11614,NA,-5.9,0.03447087211306821,-1.0452961672473782,NA,FALSE,1,15,35,159,0,35,65,289,-1.0452961672473782
1959-03-01,28.97,9.11614,NA,-5.6,0.1034482758620725,-0.3463803255975062,NA,FALSE,1,15,35,159,0,35,65,289,-0.3463803255975062
1959-04-01,28.98,10.8714,NA,-5.2,-0.034518467380051376,-0.13821700069107656,NA,FALSE,1,15,35,159,0,35,65,289,-0.13821700069107656
1959-05-01,29.04,10.8714,NA,-5.1,-0.20703933747412417,-0.3455425017277136,NA,FALSE,1,15,35,159,0,35,65,289,-0.3455425017277136
1959-06-01,29.11,10.8714,NA,-5,-0.24104683195591559,-0.6918021445866396,NA,FALSE,1,15,35,159,0,35,65,289,-0.6918021445866396
1959-07-01,29.15,7.91042,NA,-5.1,-0.13740982480248132,-0.8999653859466772,NA,FALSE,1,15,35,159,0,35,65,289,-0.8999653859466772
1959-08-01,29.18,7.91042,NA,-5.2,-0.10291595197255976,-0.8293020041465038,NA,FALSE,1,15,35,159,0,35,65,289,-0.8293020041465038
1959-09-01,29.25,7.91042,NA,-5.5,-0.23989033584648212,-1.1760636457972984,NA,FALSE,1,15,35,159,0,35,65,289,-1.1760636457972984
1959-10-01,29.35,5.77538,NA,-5.7,-0.34188034188034067,-1.5219647180906293,NA,FALSE,1,15,35,159,0,35,65,289,-1.5219647180906293
1959-11-01,29.35,5.77538,NA,-5.8,-0,-1.3816925734024155,NA,FALSE,1,15,35,159,0,35,65,289,-1.3816925734024155
1959-12-01,29.41,5.77538,NA,-5.3,-0.20442930153321548,-1.5188125647221273,NA,FALSE,1,15,35,159,0,35,65,289,-1.5188125647221273
1960-01-01,29.37,6.30014,NA,-5.2,0.13600816048963127,-1.2409513960703222,NA,FALSE,1,16,35,159,0,34,70,289,-1.2409513960703222
1960-02-01,29.41,6.30014,NA,-4.8,-0.13619339462036528,-1.4137931034482687,NA,FALSE,1,16,35,159,0,34,70,289,-1.4137931034482687
1960-03-01,29.41,6.30014,NA,-5.4,-0,-1.5188125647221273,NA,FALSE,1,16,35,159,0,34,70,289,-1.5188125647221273
1960-04-01,29.54,3.52919,NA,-5.2,-0.44202652159128775,-1.9323671497584405,NA,TRUE,1,16,35,159,0,34,70,289,-1.9323671497584405
1960-05-01,29.57,3.52919,NA,-5.1,-0.10155721056195333,-1.8250688705234275,NA,TRUE,1,16,35,159,0,34,70,289,-1.8250688705234275
1960-06-01,29.61,3.52919,NA,-5.4,-0.1352722353736846,-1.7176228100309165,NA,TRUE,1,16,35,159,0,34,70,289,-1.7176228100309165
1960-07-01,29.55,3.9604,NA,-5.5,0.20263424518742745,-1.3722126929674117,NA,TRUE,1,16,35,159,0,34,70,289,-1.3722126929674117
1960-08-01,29.61,3.9604,NA,-5.6,-0.20304568527917954,-1.473612063056895,NA,TRUE,1,16,35,159,0,34,70,289,-1.473612063056895
1960-09-01,29.61,3.9604,NA,-5.5,-0,-1.2307692307692353,NA,TRUE,1,17,35,159,0,34,70,289,-1.2307692307692353
1960-10-01,29.75,2.22936,NA,-6.1,-0.47281323877068626,-1.3628620102214661,NA,TRUE,1,17,35,159,0,34,70,289,-1.3628620102214661
1960-11-01,29.78,2.22936,NA,-6.1,-0.10084033613446675,-1.4650766609880739,NA,TRUE,1,17,35,159,0,34,70,289,-1.4650766609880739
1960-12-01,29.81,2.22936,NA,-6.6,-0.1007387508394908,-1.3600816048962905,NA,TRUE,1,17,35,159,0,34,70,289,-1.3600816048962905
1961-01-01,29.84,0.47856,NA,-6.6,-0.10063737001007045,-1.6002723867892366,NA,TRUE,0,16,37,176,1,34,64,273,-1.6002723867892366
1961-02-01,29.84,0.47856,NA,-6.9,-0,-1.4620877252635056,NA,TRUE,0,16,37,176,1,34,64,273,-1.4620877252635056
1961-03-01,29.84,0.47856,NA,-6.9,-0,-1.4620877252635056,NA,TRUE,0,16,37,176,1,34,64,273,-1.4620877252635056
1961-04-01,29.81,2.70868,NA,-7,0.10053619302949901,-0.9140148950575577,NA,TRUE,0,16,37,176,1,34,64,273,-0.9140148950575577
1961-05-01,29.84,2.70868,NA,-7.1,-0.10063737001007045,-0.9130875887723988,NA,FALSE,0,16,37,176,1,34,64,273,-0.9130875887723988
1961-06-01,29.84,2.70868,NA,-6.9,-0,-0.7767646065518496,NA,FALSE,0,16,37,176,1,34,64,273,-0.7767646065518496
1961-07-01,29.92,4.06593,NA,-7,-0.2680965147453085,-1.25211505922167,NA,FALSE,0,16,37,176,1,34,64,273,-1.25211505922167
1961-08-01,29.94,4.06593,NA,-6.6,-0.06684491978610207,-1.1144883485309176,NA,FALSE,0,16,37,176,1,34,64,273,-1.1144883485309176
1961-09-01,29.98,4.06593,NA,-6.7,-0.13360053440214514,-1.249577845322536,NA,FALSE,0,16,37,176,1,34,64,273,-1.249577845322536
1961-10-01,29.98,7.48475,NA,-6.5,-0,-0.7731092436974896,NA,FALSE,0,16,37,176,1,34,64,273,-0.7731092436974896
1961-11-01,29.98,7.48475,NA,-6.1,-0,-0.671591672263272,NA,FALSE,0,16,37,176,1,34,64,273,-0.671591672263272
1961-12-01,30.01,7.48475,NA,-6,-0.10006671114075605,-0.6709158000671067,NA,FALSE,0,16,37,176,1,34,64,273,-0.6709158000671067
1962-01-01,30.04,9.03096,NA,-5.8,-0.09996667777407708,-0.6702412868632601,NA,FALSE,0,16,42,176,1,34,65,273,-0.6702412868632601
1962-02-01,30.11,9.03096,NA,-5.5,-0.23302263648468102,-0.9048257372654245,NA,FALSE,0,16,42,176,1,34,65,273,-0.9048257372654245
1962-03-01,30.17,9.03096,NA,-5.6,-0.19926934573231136,-1.1058981233244003,NA,FALSE,0,16,42,176,1,34,65,273,-1.1058981233244003
1962-04-01,30.21,8.10908,NA,-5.6,-0.13258203513424327,-1.3418316001341912,NA,FALSE,0,16,42,176,1,34,65,273,-1.3418316001341912
1962-05-01,30.24,8.10908,NA,-5.5,-0.09930486593843213,-1.3404825737265424,NA,FALSE,0,16,42,176,1,34,65,273,-1.3404825737265424
1962-06-01,30.21,8.10908,NA,-5.5,0.09920634920633775,-1.2399463806970434,NA,FALSE,0,16,42,176,1,34,65,273,-1.2399463806970434
